Rowid_,GRID_ID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,198,9000000,900000000.028183221817017,1313,1631,318,1452.307799111111080,51.557179732111543,13070770192.000000000000000,319,1430,1313,1446
,199,9000000,900000000.028183221817017,1376,1661,285,1514.201655111111222,38.178194385663119,13627814896.000000000000000,286,1530,1660,1517
,200,9000000,900000000.028183221817017,1519,1780,261,1591.843694444444509,36.158658430066787,14326593250.000000000000000,262,1590,1519,1587
,201,9000000,900000000.028183221817017,1534,1846,312,1619.023870111111137,33.155841678957636,14571214831.000000000000000,307,1584,1829,1614
,202,9000000,900000000.028183221817017,1586,1902,316,1651.921732444444388,33.091817423826882,14867295592.000000000000000,317,1625,1900,1646
,203,9000000,900000000.028183221817017,1433,1860,427,1640.815797333333421,62.216179468043734,14767342176.000000000000000,428,1660,1858,1648
,204,9000000,900000000.028183221817017,1189,1734,545,1436.306345444444332,87.391592411028967,12926757109.000000000000000,546,1480,1734,1452
,205,8759048,875904800.027428746223450,827,1561,734,1171.852100022742206,108.104776565147787,10264308793.000000000000000,735,1220,827,1176
,206,2904725,290472500.009096086025238,797,1324,527,969.420016352666721,68.111064841279415,2815898557.000000000000000,528,980,797,964
,209,2553301,255330100.007995605468750,862,1123,261,991.892595115107838,41.877193751284551,2532600355.000000000000000,262,980,1117,990
,210,8624407,862440700.027007102966309,861,1272,411,1045.781933528879108,83.511572151012246,9019249028.000000000000000,412,1000,1272,1032
,211,9000000,900000000.028183221817017,901,1341,440,1049.546395999999959,60.571866139598704,9445917564.000000000000000,441,1060,1339,1046
,212,9000000,900000000.028183221817017,1031,1554,523,1235.580324555555535,99.308381180202403,11120222921.000000000000000,524,1252,1547,1230
,213,9000000,900000000.028183221817017,1262,1752,490,1418.669963777777866,53.140133254577336,12768029674.000000000000000,488,1391,1745,1411
,214,9000000,900000000.028183221817017,1340,1663,323,1485.632417999999916,44.362166237136144,13370691762.000000000000000,323,1460,1346,1482
,215,9000000,900000000.028183221817017,1494,1876,382,1611.555998555555561,58.400720192911841,14504003987.000000000000000,383,1572,1494,1603
,216,9000000,900000000.028183221817017,1564,1813,249,1618.676884666666638,34.096888076206262,14568091962.000000000000000,250,1572,1787,1610
,217,9000000,900000000.028183221817017,1575,1853,278,1671.383800111111213,39.640336578161744,15042454201.000000000000000,279,1612,1853,1668
,218,8980857,898085700.028123378753662,1572,1902,330,1714.629186613259662,42.220890165325407,15398839533.000000000000000,331,1681,1898,1711
,219,6470554,647055400.020262360572815,1452,1896,444,1666.073599416680509,82.706365837527812,10780419193.000000000000000,445,1697,1452,1670
,220,4642326,464232600.014537334442139,1219,1783,564,1474.078107612433996,101.782879947389233,6843151125.000000000000000,565,1360,1228,1459
,221,1917645,191764500.006005048751831,881,1491,610,1322.655522268198865,54.550038449513664,2536383749.000000000000000,607,1283,1485,1326
,226,7830451,783045100.024520874023438,683,1362,679,1172.897471422782701,133.757724970106693,9184316178.000000000000000,680,1280,1362,1232
,227,9000000,900000000.028183221817017,896,1365,469,1185.398175111111186,67.460717121749667,10668583576.000000000000000,469,1210,896,1200
,228,9000000,900000000.028183221817017,950,1453,503,1191.969826999999896,67.501348479791702,10727728443.000000000000000,504,1160,1453,1187
,229,9000000,900000000.028183221817017,657,1645,988,1138.372635444444541,182.694861749928606,10245353719.000000000000000,982,915,669,1125
,230,9000000,900000000.028183221817017,604,1877,1273,1023.753576777777766,287.787332076108555,9213782191.000000000000000,1274,780,1877,900
,231,9000000,900000000.028183221817017,665,1862,1197,1366.977256222222195,250.057359565201978,12302795306.000000000000000,1198,1490,1862,1432
,232,7166503,716650300.022441744804382,1118,1792,674,1547.322430758767496,127.134563234463258,11088890842.000000000000000,675,1499,1118,1577
,233,3343478,334347800.010470032691956,1437,1785,348,1593.232210590289469,50.115142303291982,5326936845.000000000000000,349,1558,1437,1585
,234,923146,92314600.002890810370445,1565,1794,229,1641.348931804936683,33.503742416745077,1515204701.000000000000000,230,1640,1794,1639
,242,7170494,717049400.022454261779785,594,1483,889,1007.740896094467075,220.966532284815997,7226000049.000000000000000,890,602,594,1034
,243,9000000,900000000.028183221817017,597,1382,785,740.473255777777808,171.494333317044720,6664259302.000000000000000,786,602,1382,671
,244,9000000,900000000.028183221817017,597,1289,692,852.464896999999951,195.830113141755447,7672184073.000000000000000,691,602,597,850
,245,9000000,900000000.028183221817017,592,1451,859,1093.552009444444366,178.688961970595443,9841968085.000000000000000,860,602,592,1150
,246,9000000,900000000.028183221817017,599,1390,791,677.050405111111104,130.379250611404530,6093453646.000000000000000,791,602,1387,604
,247,6908979,690897900.021635293960571,599,1451,852,667.477776093978605,155.634953708834672,4611589938.000000000000000,853,600,599,602
,248,891368,89136800.002791300415993,600,1567,967,1177.144470072966442,144.437457413808175,1049268912.000000000000000,968,1155,1567,1172
,258,743171,74317100.002327218651772,1291,1495,204,1394.157851961392453,30.896213768133439,1036097685.000000000000000,204,1410,1494,1401
,259,1741828,174182800.005454480648041,600,1501,901,956.160016947712393,345.153150665469923,1665466290.000000000000000,901,602,1494,903
,260,2936405,293640500.009195268154144,600,602,2,600.960979497038011,0.986253453742257,1764664825.000000000000000,3,600,601,600
,261,6401154,640115400.020045042037964,599,1423,824,649.248577834559228,112.935027304105290,4155940131.000000000000000,820,602,1396,602
,262,9000000,900000000.028183221817017,597,1366,769,685.885609111111080,153.507519026311684,6172970482.000000000000000,768,602,1366,602
,263,8273420,827342000.025907993316650,600,874,274,608.209087294009009,26.886493294257377,5031969227.000000000000000,275,602,874,602
,264,12930,1293000.000040489947423,601,601,0,601.000000000000000,0.000000000000000,7770930.000000000000000,1,601,601,601
